v1	v2	label
NP_878314.1	NP_000467.1	0
AAH09210.1	Q8WUN7	0
NP_059106.2	NP_001024.1	0
NP_004417.2	NP_112176.1	0
NP_009060.2	Q12931	0
NP_055331.1	NP_001937.2	0
Q6DRA6	Q93088	0
O94953	NP_002717.3	0
NP_002004.1	NP_001167.2	0
P28715	NP_055129.2	0
Q9H611	Q13085	0
NP_002752.1	Q9H0U6	0
NP_001964.2	NP_110395.1	0
NP_002895.3	NP_000058.1	0
NP_066403.2	Q9P0J6	0
NP_001508.1	NP_000061.1	0
NP_005180.1	NP_055165.2	0
NP_003241.2	Q96RP9	0
NP_071394.2	NP_065845.1	0
NP_003062.2	Q9H2W6	0
NP_002139.2	Q16643	0
NP_003484.1	Q9NRJ4	0
NP_003855.1	NP_036199.2	0
NP_612211.1	Q9Y2T1	0
NP_076922.1	NP_005691.2	0
O00115	NP_004126.1	0
NP_003081.2	NP_006101.1	0
NP_116062.2	NP_060322.1	0
NP_004355.2	NP_005204.1	0
Q01851	NP_000404.1	0
Q9UIH9	NP_003240.1	0
Q6NXG1	NP_004777.1	0
P54803	NP_036529.1	0
NP_001940.1	NP_055300.1	0
NP_002158.2	Q96HA7	0
NP_002683.2	NP_001880.2	0
NP_002469.2	P00325	0
NP_004062.2	NP_005527.1	0
NP_006531.1	NP_003840.2	0
AAH22328.1	NP_003741.1	0
Q93079	NP_008996.1	0
NP_002120.1	NP_001880.2	0
P23760	NP_066961.2	0
Q15319	Q9Y6M4	0
NP_778225.1	P82664	0
NP_003063.2	NP_006635.2	0
P35269	NP_004560.1	0
NP_003060.2	NP_006235.1	0
NP_003712.1	NP_056442.2	0
P41235	P51857	0
Q13568	Q9NP86	0
NP_848511.1	NP_003921.2	0
NP_000160.1	P22531	0
NP_002495.2	NP_000424.2	0
P20671	NP_055683.3	0
NP_778225.1	NP_001692.1	0
Q9NQ33	Q9BRV8	0
Q92949	NP_065842.1	0
P31271	Q13287	0
NP_003102.1	NP_001079.1	0
Q92925	Q9Y291	0
Q08999	P42330	0
NP_001977.1	Q13085	0
Q02386	Q8TE67	0
NP_008882.2	P13995	0
NP_055610.1	NP_001379.1	0
NP_036427.1	NP_036205.1	0
Q5VVJ2	NP_060217.1	0
NP_000018.1	NP_061931.1	0
NP_056076.1	NP_061821.1	0
NP_004488.2	NP_659491.4	0
NP_002303.2	NP_003741.1	0
NP_002884.1	NP_003840.2	0
NP_002403.1	P53677	0
A6NEQ0	Q969Y2	0
NP_690856.1	NP_000317.1	0
O75503	NP_055605.2	0
Q13568	P30711	0
NP_005625.2	P21399	0
NP_056986.2	NP_110379.2	0
P49640	NP_004777.1	0
NP_003083.1	NP_001024.1	0
NP_005366.2	NP_056053.1	0
Q969J2	NP_065723.1	0
Q8NCN2	NP_002475.2	0
NP_002008.2	Q9NWF9	0
NP_005635.1	NP_005116.1	0
NP_003502.1	P42330	0
Q9UL03	Q9P2W6	0
NP_071378.1	Q969Y2	0
Q8IZL9	NP_057717.1	0
Q6ECI4	NP_036361.1	0
Q9ULV3	NP_071390.1	0
NP_663628.1	O75570	0
NP_002583.1	NP_000377.1	0
NP_542380.1	NP_064576.1	0
O75132	NP_004623.1	0
Q8NHV9	Q9BXL7	0
NP_002379.2	Q8IVS2	0
NP_005240.3	NP_659451.1	0
P28698	O00170	0
NP_064568.3	Q06124	0
NP_000194.2	NP_002305.1	0
NP_068804.1	Q58A63	0
NP_008869.1	P82663	0
NP_055130.1	NP_004754.1	0
NP_002688.2	Q9UDX5	0
Q6UB99	NP_001880.2	0
NP_006726.1	NP_003076.1	0
P26367	NP_000964.1	0
NP_068799.2	NP_653288.1	0
NP_004575.1	NP_001937.2	0
Q5H9F3	NP_004979.3	0
NP_085151.1	Q9NR19	0
O75486	Q8WUN7	0
NP_006730.2	NP_620448.1	0
NP_036363.2	NP_036361.1	0
P11308	Q9Y2Q9	0
NP_037406.1	P56277	0
NP_003790.1	P43897	0
NP_872363.1	P25398	0
NP_002948.1	NP_002055.1	0
P17544	NP_000476.1	0
O75132	Q8N142	0
Q15415	P28838	0
NP_003197.2	P22528	0
P13378	NP_000657.1	0
NP_003101.3	NP_056238.2	0
NP_036339.1	P22528	0
NP_066406.1	P00915	0
NP_006464.1	O14772	0
Q6NSW7	NP_005554.1	0
NP_001665.1	NP_001666.2	0
NP_071910.3	NP_006003.1	0
Q96T37	NP_003810.1	0
NP_006352.2	NP_000660.1	0
P23760	P51649	0
NP_001611.1	NP_000958.1	0
NP_006749.1	P50224	0
Q9BS31	Q9UPP2	0
NP_001964.2	NP_006083.1	0
NP_003075.1	Q9BUE6	0
NP_005366.2	NP_001619.1	0
Q9NPE2	NP_055433.2	0
NP_000511.1	Q9Y3E5	0
NP_001955.1	P14598	0
NP_003446.2	Q9H2J4	0
NP_055367.2	NP_077726.1	0
NP_056975.1	Q12815	0
NP_004119.1	P35218	0
NP_001505.1	NP_005527.1	0
Q9Y6P5	Q9NY74	0
NP_001418.2	NP_001217.2	0
P11308	NP_001918.3	0
Q9HCG8	P07864	0
Q9Y222	NP_550438.1	0
Q6NXG1	Q9NWF9	0
NP_003176.2	NP_612393.2	0
NP_000194.2	NP_004790.2	0
Q92949	NP_004747.1	0
NP_005135.2	NP_000658.1	0
NP_005162.1	NP_004747.1	0
NP_776248.1	NP_000404.1	0
NP_006730.2	O75251	0
NP_000371.1	NP_002940.2	0
O43194	NP_057446.1	0
NP_002884.1	NP_060217.1	0
NP_002948.1	Q5H9J7	0
NP_002884.1	NP_000036.2	0
NP_006103.1	P0C7P0	0
Q9UI36	Q9NVS2	0
NP_000440.1	AAH30144.2	0
NP_005312.1	P53004	0
NP_066402.2	NP_000161.2	0
P51513	O94788	0
NP_937859.1	NP_000680.2	0
P53539	P46459	0
NP_061825.2	Q9HD34	0
Q9NR56	P07864	0
NP_004950.2	Q9Y2J8	0
NP_004731.2	NP_003921.2	0
P10243	O14561	0
NP_005221.2	NP_000185.1	0
NP_061825.2	P49638	0
NP_002938.1	NP_647473.1	0
NP_003511.1	P35218	0
NP_001505.1	Q9H0B2	0
P31249	Q9P032	0
NP_005248.2	NP_000061.1	0
NP_115701.2	Q969P6	0
NP_005243.1	NP_072045.1	0
Q8N1G1	NP_000846.1	0
NP_003197.2	NP_066950.1	0
NP_005422.1	Q9H7D7	0
NP_003404.1	Q9H0U6	0
P22304	Q9Y2T1	0
NP_004526.1	P42765	0
Q86UP8	Q12882	0
NP_004074.2	NP_478144.1	0
Q53T94	NP_003866.1	0
P23527	Q9NNW7	0
Q6IEG0	NP_055525.3	0
NP_054790.2	NP_002878.2	0
Q9UHG3	NP_056520.2	0
NP_997001.1	Q9P0J6	0
P15586	AAH07654.1	0
NP_892017.2	NP_004591.2	0
Q92830	P51970	0
Q5VUA4	Q8IUQ0	0
Q6NXT2	NP_055300.1	0
P55895	Q2M3C7	0
Q5XKR4	NP_002056.2	0
NP_000390.2	Q9P2W6	0
NP_055136.1	Q14894	0
NP_066406.1	P29144	0
P31268	NP_000660.1	0
NP_002219.1	NP_055904.1	0
Q15415	Q9P0M9	0
P50539	NP_054902.1	0
P49184	Q9BY32	0
NP_006747.1	NP_000958.1	0
NP_036449.1	P46439	0
NP_073598.1	NP_055973.2	0
P17405	NP_056273.2	0
P41229	NP_005993.1	0
NP_002963.1	NP_004823.1	0
Q15910	NP_003286.1	0
Q6P1X5	P07203	0
NP_002604.1	NP_004909.1	0
NP_003529.1	NP_112198.1	0
NP_000194.2	P07864	0
NP_036363.2	NP_003286.1	0
NP_060853.3	NP_055973.2	0
P0C665	NP_006750.3	0
Q13523	NP_005787.1	0
NP_277037.1	NP_000467.1	0
Q92698	NP_066961.2	0
Q9BWE0	Q8N427	0
P22304	NP_006432.1	0
NP_003103.2	P55210	0
A6NDE4	Q7Z7A3	0
Q8IXQ5	NP_005527.1	0
Q8IVL1	P28838	0
NP_003075.1	NP_057395.1	0
NP_003251.2	Q6UB35	0
Q9BWX1	Q9Y2D0	0
NP_005310.1	Q8N573	0
NP_004417.2	Q14651	0
Q8IXQ6	O75879	0
NP_112573.1	P51649	0
NP_003194.3	Q8N9W6	0
NP_000253.1	NP_006215.1	0
Q15170	NP_000792.1	0
Q00056	Q9BR61	0
NP_003178.1	P07203	0
NP_005457.2	Q9Y3B7	0
Q86V15	NP_003945.2	0
Q96KK5	NP_001503.1	0
Q8TE85	NP_002289.1	0
NP_002193.2	P11586	0
Q99081	P56277	0
NP_000929.1	Q96M27	0
NP_000439.1	Q6PRD7	0
Q96FI4	NP_057356.1	0
NP_066406.1	NP_060311.1	0
NP_001007227.1	Q9Y291	0
Q96A08	NP_075066.1	0
Q9UBP6	Q07020	0
BAB62909.1	Q6XE24	0
NP_009171.1	NP_006576.2	0
NP_000439.1	Q9NQR4	0
O96028	NP_004332.2	0
Q9Y3Z3	P32322	0
NP_037393.1	NP_055973.2	0
NP_000478.2	Q9HBU6	0
O76039	NP_002930.2	0
NP_000371.1	Q6V1X1	0
P22304	NP_066953.1	0
Q03701	NP_003286.1	0
NP_005491.1	NP_060217.1	0
NP_036601.2	NP_006436.3	0
P17010	NP_000305.3	0
NP_001230.1	P82663	0
NP_003911.1	NP_002289.1	0
NP_002884.1	Q9HD40	0
NP_003242.1	O75251	0
NP_057351.1	Q6XUX3	0
NP_001370.1	NP_434700.2	0
NP_005245.2	O75570	0
NP_057351.1	NP_077726.1	0
NP_001665.1	NP_004127.1	0
O96028	P50224	0
Q8NFD5	NP_057330.2	0
NP_001512.1	NP_001866.2	0
Q92922	NP_001079.1	0
O60284	O94788	0
NP_003178.1	Q9UI17	0
Q15022	Q5EBM0	0
NP_002098.1	NP_001344.2	0
Q9P0K8	NP_004299.1	0
NP_002681.1	NP_036529.1	0
P50539	NP_004171.2	0
NP_001036111.1	Q58A63	0
O60231	Q13405	0
NP_004261.1	Q9H0U6	0
NP_002495.2	P09210	0
Q70SY1	NP_006259.1	0
Q6EKJ0	Q3I5F7	0
NP_002422.1	Q07973	0
Q01851	NP_659451.1	0
P32314	P51580	0
NP_003654.3	NP_001631.3	0
NP_000955.1	P82675	0
NP_009153.3	NP_001753.1	0
Q9BWE0	NP_478144.1	0
NP_000929.1	NP_116120.1	0
Q14863	NP_068707.1	0
NP_003102.1	Q7Z569	0
NP_001942.2	Q96PC2	0
P20671	Q6PGN9	0
NP_009075.1	NP_001268.2	0
NP_004621.2	NP_004591.2	0
NP_055610.1	NP_001005.1	0
NP_003484.1	P59942	0
Q9BUQ8	NP_001167.2	0
NP_037425.1	NP_004337.2	0
NP_003874.2	Q9NRV9	0
NP_612211.1	NP_000839.1	0
NP_001197.1	NP_002003.1	0
Q16587	NP_005116.1	0
NP_892017.2	Q93015	0
NP_061825.2	NP_055867.3	0
NP_003204.2	NP_005787.1	0
P31267	Q9BZQ8	0
NP_004261.1	P35237	0
NP_057157.1	NP_004324.2	0
P22492	P78368	0
Q5VTD9	Q9NVV4	0
Q96A08	Q8NFZ5	0
NP_037500.2	O75170	0
NP_003855.1	Q86XT4	0
NP_054885.1	Q9P0R6	0
NP_055238.1	NP_004979.3	0
NP_000048.1	O75897	0
Q86Y25	Q8TE04	0
Q9Y2X9	NP_060767.2	0
NP_055596.3	NP_004747.1	0
Q8WXA9	Q93088	0
NP_002962.1	NP_001087.2	0
NP_006345.1	NP_077015.1	0
P12524	NP_065842.1	0
P16402	NP_065723.1	0
O15178	NP_620448.1	0
NP_005240.3	NP_003493.1	0
NP_004950.2	Q9NQR4	0
NP_005634.1	P59044	0
Q9UGN5	P07203	0
Q86Y25	P12104	0
NP_000529.1	AAH07654.1	0
P41235	Q9H2W6	0
NP_003507.1	P25398	0
Q9ULV5	NP_065078.1	0
NP_001315.1	P11586	0
NP_004166.1	NP_001166.3	0
O00462	Q9UGK3	0
NP_055884.2	NP_002930.2	0
Q9ULG1	Q96GX9	0
Q9NZI7	O75891	0
P54803	NP_005527.1	0
NP_001665.1	NP_003454.1	0
P41235	Q9UHN1	0
NP_775762.1	Q15080	0
NP_004588.1	NP_003158.2	0
NP_006154.1	NP_803187.1	0
Q9NZI7	P11586	0
P17036	NP_065390.1	0
Q6DRA6	O14561	0
NP_004610.1	NP_056465.2	0
NP_689574.1	Q93015	0
NP_055856.1	NP_000792.1	0
Q13123	P25398	0
NP_002126.2	NP_060217.1	0
NP_037393.1	Q96A58	0
NP_005307.1	P07203	0
NP_068809.1	O15131	0
P36915	NP_660328.2	0
NP_066986.1	P49753	0
NP_000390.2	NP_006651.2	0
NP_005644.2	Q96PC2	0
NP_037500.2	NP_009197.1	0
Q08999	Q9Y216	0
NP_937872.1	Q16719	0
P31275	Q9BU02	0
NP_008835.5	Q9P278	0
NP_878314.1	NP_689508.3	0
NP_006500.2	Q99551	0
P17947	NP_057461.1	0
Q9Y6W3	NP_005989.3	0
NP_006593.2	P17706	0
Q99081	NP_005979.1	0
Q92925	NP_060322.1	0
Q7RTV3	Q9Y4B6	0
P17010	NP_061883.1	0
NP_006312.1	Q9P0R6	0
A6NLJ0	P12104	0
P10619	P22528	0
NP_002379.2	NP_003115.1	0
Q92925	Q6P1L8	0
Q9UDW3	Q9Y238	0
NP_005312.1	P51580	0
NP_068811.1	P55210	0
NP_068741.1	NP_803187.1	0
NP_006390.1	NP_060177.2	0
NP_056943.1	Q9NNW7	0
Q7Z591	Q02252	0
NP_006222.2	NP_054902.1	0
NP_004731.2	BAB16421.1	0
NP_001611.1	Q9BXI3	0
NP_001795.2	O00338	0
NP_005162.1	NP_113608.1	0
NP_003855.1	Q9Y2J8	0
NP_115701.2	NP_116119.2	0
Q9H211	NP_065842.1	0
Q8TE85	Q6UB35	0
NP_116569.1	NP_004979.3	0
NP_001036111.1	NP_006003.1	0
NP_003073.1	NP_004979.3	0
NP_015556.1	Q9UDX5	0
Q13268	NP_001937.2	0
Q16587	Q14CX7	0
Q99081	Q92552	0
Q8IXH6	NP_005026.3	0
NP_001317.1	Q9P0J6	0
NP_078976.2	NP_659451.1	0
NP_002135.2	P22531	0
Q6EKJ0	Q16698	0
P28347	P56277	0
P33076	Q9NQR4	0
NP_001291.3	NP_003840.2	0
NP_006183.1	NP_003320.2	0
P51826	P00325	0
Q6ISB3	NP_000552.2	0
NP_877433.2	NP_004721.1	0
Q99879	NP_055904.1	0
NP_057415.1	NP_005407.1	0
NP_001229.1	NP_000161.2	0
NP_071387.1	NP_003737.1	0
Q9Y2V3	Q5EBM0	0
P39880	P40261	0
NP_066544.1	Q6P1L8	0
NP_001349.2	NP_077726.1	0
P43357	NP_004039.1	0
NP_878314.1	BAB16421.1	0
Q9UHQ1	P40939	0
Q9UGN5	NP_001547.1	0
NP_055675.1	Q9BUE6	0
NP_004483.1	P78368	0
NP_937859.1	Q99469	0
NP_002193.2	NP_000841.1	0
NP_055206.2	NP_001952.1	0
NP_000452.2	NP_002563.1	0
Q9UHG3	Q49AM1	0
Q6NYC1	P35558	0
Q06416	O14772	0
NP_758961.1	Q9NNW7	0
NP_997646.1	NP_003741.1	0
Q92698	P42679	0
NP_005576.3	NP_002100.2	0
NP_004688.2	NP_006436.3	0
NP_001937.2	Q9H6S3	0
NP_001316.1	NP_057717.1	0
NP_009053.1	NP_004299.1	0
NP_000298.2	NP_005407.1	0
NP_003850.1	Q96RP9	0
NP_066964.1	P35236	0
NP_055610.1	NP_068707.1	0
NP_071387.1	Q3I5F7	0
Q5VVJ2	NP_000660.1	0
NP_004805.2	NP_002442.2	0
NP_689574.1	NP_005800.3	0
NP_003963.1	NP_004865.1	0
NP_005186.2	NP_036199.2	0
Q92769	NP_057330.2	0
NP_005644.2	NP_002070.1	0
NP_001790.1	Q9Y3D5	0
Q9GZR1	NP_060311.1	0
NP_149073.1	Q9Y2T1	0
NP_073562.1	Q9NR19	0
Q99879	NP_000840.2	0
P10275	NP_006535.1	0
Q01459	NP_061833.1	0
NP_001417.3	Q92526	0
NP_077021.1	NP_060177.2	0
P34059	NP_055433.2	0
Q5TB30	P35218	0
NP_003186.1	Q9UHN1	0
NP_036427.1	NP_113608.1	0
P0C1S8	P22532	0
NP_001713.2	O75879	0
NP_008816.3	NP_056273.2	0
NP_002883.3	Q8IVS2	0
NP_003207.1	NP_056273.2	0
NP_003588.1	Q96M27	0
NP_004409.1	Q9NNW7	0
NP_009060.2	NP_002564.1	0
Q8IZL9	Q9BSE5	0
NP_005244.1	Q9UI17	0
NP_008816.3	Q96P71	0
NP_005633.2	NP_003741.1	0
NP_002219.1	Q99551	0
NP_055392.1	NP_005557.1	0
Q12951	Q9NR19	0
O75030	Q8TE04	0
P31271	NP_003320.2	0
Q8WXA9	P08319	0
NP_005162.1	NP_065076.2	0
Q9Y6P5	NP_002631.3	0
NP_004951.1	NP_002444.2	0
NP_001197.1	Q9NY74	0
NP_009210.1	NP_004802.1	0
Q12950	Q8N983	0
NP_005243.1	Q9NZJ9	0
Q9H0W9	Q9BRV8	0
P16402	Q6V1X1	0
O75478	O14772	0
Q15319	Q68J44	0
Q9UKN8	P54868	0
NP_000116.2	O75879	0
NP_000440.1	NP_056449.1	0
NP_073717.1	Q9UBW5	0
NP_001291.3	NP_060767.2	0
P20338	Q6WKZ4	0
NP_659480.1	NP_004865.1	0
P38571	NP_003215.1	0
NP_055238.1	Q8TE68	0
NP_036339.1	Q8NFZ5	0
NP_008882.2	NP_004127.1	0
NP_004587.1	P21399	0
AAH22328.1	NP_003354.2	0
Q6UXN9	NP_002289.1	0
NP_055412.2	Q9BW04	0
P35548	NP_005800.3	0
NP_003787.2	NP_004484.1	0
NP_001512.1	P04183	0
Q04727	NP_003076.1	0
BAB62909.1	NP_002442.2	0
Q13523	NP_055428.1	0
NP_003097.1	Q9BXI3	0
NP_596868.1	NP_001753.1	0
NP_055315.2	Q8NEL9	0
A6NLJ0	NP_003126.1	0
Q6UB99	NP_006635.2	0
NP_039269.2	NP_005267.2	0
NP_002097.1	Q92552	0
Q9Y2X9	NP_054765.1	0
NP_009210.1	NP_004138.1	0
NP_848511.1	Q9Y6G3	0
AAH09210.1	Q9HCE6	0
Q8IZL9	NP_116120.1	0
NP_002031.2	NP_003493.1	0
NP_036384.1	Q9Y2Q9	0
NP_849194.1	Q9Y238	0
NP_060263.2	Q9BZQ8	0
NP_061824.2	NP_001217.2	0
P07992	Q9BW04	0
NP_002120.1	P24752	0
Q93079	Q96T66	0
NP_000449.1	P56277	0
NP_002403.1	NP_005172.1	0
Q6NXT2	NP_004979.3	0
NP_061975.2	Q9BRJ2	0
NP_000312.2	NP_037386.1	0
NP_006709.2	Q969P6	0
NP_037393.1	NP_071906.1	0
P12524	Q96T66	0
NP_006464.1	P18054	0
NP_001291.3	Q92871	0
NP_001428.1	NP_002442.2	0
NP_002351.1	Q12849	0
NP_006029.1	NP_001318.1	0
NP_002388.2	NP_065845.1	0
NP_060274.3	Q16772	0
Q7Z591	NP_005042.1	0
Q14119	Q49AM1	0
Q03828	P29353	0
NP_002004.1	NP_064576.1	0
Q9H9S0	NP_996895.1	0
Q9Y2X9	P50224	0
NP_037371.2	NP_064530.1	0
NP_003080.2	P42765	0
NP_068556.1	Q9Y2T1	0
P10243	NP_003977.1	0
NP_002884.1	Q8N427	0
P08236	NP_478144.1	0
P50897	NP_002878.2	0
NP_004917.2	NP_003286.1	0
NP_002936.1	NP_060441.2	0
P0C665	NP_071445.1	0
NP_002422.1	NP_006237.1	0
Q16385	NP_060383.2	0
P35251	Q8N9W6	0
NP_003403.2	Q13287	0
NP_848511.1	P51580	0
NP_000113.1	NP_001435.1	0
NP_003061.3	Q16822	0
O75164	Q9NP74	0
P35452	NP_055525.3	0
NP_066951.1	NP_004560.1	0
NP_003211.1	NP_002056.2	0
Q9P2Y4	NP_004747.1	0
Q5QNW6	O15091	0
Q13523	NP_001938.1	0
NP_067015.2	Q16698	0
NP_004705.1	Q99551	0
NP_001281.1	NP_002454.1	0
NP_002683.2	NP_006003.1	0
P22492	Q8WUN7	0
NP_002543.2	NP_055595.2	0
NP_116569.1	NP_036361.1	0
NP_006229.1	Q6PRD7	0
P41229	NP_005195.2	0
O60814	Q9BSE5	0
NP_003084.1	NP_002631.3	0
O75164	Q93088	0
Q8TBZ0	P25398	0
NP_002303.2	NP_001619.1	0
Q86Y25	Q6B8I1	0
O75164	Q07020	0
NP_002963.1	NP_001007554.1	0
NP_004102.1	NP_055428.1	0
Q9UBR2	NP_005470.2	0
NP_001805.1	NP_000840.2	0
O15178	Q93008	0
AAH60852.1	Q96T66	0
NP_057415.1	Q12849	0
NP_942595.1	P48163	0
Q7Z591	NP_004050.3	0
NP_000452.2	P32322	0
NP_066390.1	NP_002631.3	0
P28715	Q13085	0
NP_004233.1	Q9NYK5	0
NP_003074.1	NP_055683.3	0
Q8NCN2	P50135	0
NP_006352.2	Q9H0B2	0
NP_073598.1	NP_550438.1	0
NP_006345.1	NP_000605.1	0
Q969J2	P14598	0
NP_733796.2	NP_001866.2	0
NP_056943.1	NP_000445.1	0
Q06330	Q96T66	0
NP_005049.1	NP_110438.1	0
Q969F1	Q96A58	0
NP_071910.3	Q9UDV6	0
Q9NX70	NP_000340.2	0
Q9ULV3	NP_008996.1	0
NP_005587.2	NP_037386.1	0
NP_000529.1	Q9P278	0
NP_000928.1	NP_004138.1	0
NP_005312.1	Q96PC2	0
O60356	NP_005078.2	0
NP_059990.2	NP_002878.2	0
NP_006590.1	NP_000658.1	0
NP_004119.1	O75570	0
NP_061975.2	Q9H4A3	0
NP_085151.1	P48729	0
NP_009153.3	Q9NYK5	0
O43316	P42330	0
Q86YN6	P51116	0
Q8IXQ5	NP_003124.1	0
Q8IVL1	Q9Y3E5	0
O15370	O75363	0
NP_001505.1	Q99487	0
Q9UNY5	Q969P6	0
NP_005997.2	NP_612393.2	0
Q03060	NP_065842.1	0
NP_001484.1	NP_006259.1	0
P55317	Q9NWU1	0
Q06416	NP_057717.1	0
Q01664	NP_002305.1	0
NP_036455.1	NP_001318.1	0
Q96KK5	NP_036429.2	0
NP_002350.1	Q8NFH8	0
NP_002097.1	O75363	0
NP_003211.1	O75897	0
NP_002958.2	P50225	0
Q9BXL5	NP_004865.1	0
Q9UK76	NP_004300.1	0
P50219	Q9HBU6	0
NP_000511.1	Q13287	0
NP_006181.1	NP_055605.2	0
NP_060589.1	P49589	0
NP_001418.2	NP_001001936.1	0
NP_002687.1	NP_003115.1	0
O60566	NP_000579.2	0
NP_002680.2	NP_055199.1	0
NP_008828.1	NP_006262.1	0
NP_006154.1	O14561	0
NP_005576.3	P22531	0
NP_002086.1	NP_004747.1	0
NP_060370.1	NP_000340.2	0
NP_002884.1	NP_005787.1	0
P50548	Q9Y238	0
NP_000511.1	NP_000848.1	0
NP_054790.2	NP_004369.1	0
NP_005243.1	NP_066950.1	0
O96028	P55210	0
NP_001937.2	Q8TBX8	0
NP_036455.1	Q96P71	0
Q86Y25	P18054	0
NP_006593.2	NP_002100.2	0
NP_003191.1	NP_002070.1	0
P55895	NP_003076.1	0
NP_005513.1	Q12815	0
O00462	NP_003671.1	0
Q9NQ92	NP_620448.1	0
P31268	Q5H9J7	0
NP_004070.3	NP_056238.2	0
NP_004102.1	Q99707	0
NP_115701.2	NP_665683.1	0
P20290	Q6V1X1	0
NP_071910.3	NP_001884.2	0
NP_006157.1	NP_072045.1	0
NP_150093.1	NP_006432.1	0
NP_005264.2	NP_510965.1	0
NP_055130.1	NP_071369.4	0
NP_776248.1	Q6V1X1	0
NP_000387.1	O75570	0
Q86XK2	NP_036529.1	0
NP_006222.2	NP_004777.1	0
Q9UI36	NP_005267.2	0
NP_001528.1	Q8TF09	0
NP_001007227.1	NP_003124.1	0
P28347	NP_110379.2	0
NP_003790.1	NP_001938.1	0
NP_000387.1	Q9Y3D3	0
NP_055758.1	NP_803187.1	0
NP_002895.3	Q9HD33	0
Q14839	NP_004125.3	0
NP_056076.1	NP_036361.1	0
NP_116027.2	Q9Y3B7	0
Q9UNN4	P35218	0
NP_037406.1	Q02252	0
Q9NQX1	Q9NP74	0
P0C665	NP_659491.4	0
Q70SY1	NP_037392.1	0
NP_079441.1	Q7RTR2	0
NP_006183.1	P0C7P0	0
NP_060353.2	NP_758958.3	0
NP_005910.1	NP_056053.1	0
NP_005243.1	Q8TCS8	0
P04554	NP_000847.2	0
Q5TB30	NP_068707.1	0
Q6W2J9	NP_005042.1	0
NP_000048.1	Q9NRJ4	0
NP_004086.1	NP_071375.1	0
NP_036558.3	Q9UHN1	0
NP_004162.2	NP_055984.1	0
NP_005634.1	Q96I99	0
P09067	NP_004050.3	0
NP_005973.1	P16050	0
NP_660328.2	Q8TBX8	0
NP_036558.3	NP_004777.1	0
Q86UE8	NP_004754.1	0
Q9UDW3	Q16719	0
NP_001231.2	P20591	0
NP_001977.1	Q9H2J4	0
O60341	Q9HD33	0
NP_071910.3	Q9BUT1	0
P02545	P83881	0
Q05952	NP_002564.1	0
NP_000298.2	NP_001001936.1	0
NP_004217.1	Q969Y2	0
NP_055872.3	NP_005204.1	0
NP_001418.2	NP_060217.1	0
NP_006390.1	NP_116120.1	0
NP_003103.2	NP_006576.2	0
Q9UMR5	NP_003121.1	0
NP_008986.2	NP_077726.1	0
NP_002690.3	P15428	0
P35251	NP_612393.2	0
NP_001903.1	NP_000404.1	0
NP_065885.1	NP_055129.2	0
P07602	NP_005691.2	0
NP_006726.1	NP_072045.1	0
Q9P2K5	P35558	0
NP_001317.1	Q8IXM3	0
NP_115705.2	P09001	0
Q96FI4	Q92526	0
NP_002898.2	Q9BRV8	0
Q8TAT5	NP_001318.1	0
NP_001506.1	NP_001386.1	0
Q13510	NP_061833.1	0
NP_002543.2	NP_000552.2	0
NP_057272.1	NP_006592.3	0
NP_002135.2	Q38SD2	0
NP_060107.3	NP_005800.3	0
O60341	Q9H0U6	0
O75164	Q16643	0
Q8TE85	NP_057564.3	0
NP_002575.1	O15540	0
Q6UB99	NP_660198.1	0
NP_068804.1	Q14249	0
NP_005625.2	P49638	0
NP_039269.2	NP_005993.1	0
NP_002936.1	P48728	0
NP_612565.1	NP_061833.1	0
NP_003083.1	NP_001547.1	0
NP_005161.1	NP_001547.1	0
O75478	O95749	0
NP_009053.1	NP_005495.2	0
NP_001512.1	NP_000445.1	0
NP_003588.1	P37108	0
Q9BWX1	P32322	0
NP_003737.1	Q7LDG7	0
Q6UXN9	Q13085	0
O75478	NP_777283.1	0
P55157	Q49AM1	0
NP_689846.1	NP_659491.4	0
NP_150093.1	NP_006101.1	0
NP_795361.1	Q8WYK0	0
NP_003511.1	NP_071347.2	0
NP_115830.1	NP_115865.1	0
Q9UMR5	NP_004413.1	0
NP_001505.1	Q9BXL7	0
NP_057640.1	NP_000846.1	0
NP_003855.1	NP_057461.1	0
NP_001420.2	Q9NVS2	0
NP_000312.2	Q9NRV9	0
P60008	Q12882	0
O75529	NP_008996.1	0
NP_071910.3	NP_006651.2	0
P10619	NP_001167.2	0
NP_036377.1	P82914	0
NP_000465.1	NP_004332.2	0
NP_039269.2	NP_002444.2	0
NP_055620.1	NP_005172.1	0
Q14863	NP_001434.1	0
Q0VD86	NP_005078.2	0
NP_004955.2	Q92552	0
NP_004445.1	Q96M27	0
NP_006749.1	Q8TE68	0
Q16385	Q3BBV0	0
Q15306	Q6XE24	0
Q8N9N5	Q9HCP0	0
NP_003507.1	NP_005989.3	0
NP_004233.1	NP_006268.1	0
NP_003086.1	NP_005993.1	0
NP_001942.2	NP_000964.1	0
NP_003204.2	O00764	0
NP_000529.1	NP_004790.2	0
NP_002351.1	Q9NRJ4	0
NP_003062.2	Q93088	0
Q13123	Q9Y6M4	0
NP_071345.2	NP_000660.1	0
NP_008993.1	NP_001937.2	0
P38571	P30838	0
NP_776248.1	Q9UBW5	0
Q9BQ83	NP_000792.1	0
P31267	NP_115865.1	0
O60264	NP_006592.3	0
